x,y,region
865775.75,6504416.00,1
867775.75,6504416.00,1
869775.75,6504416.00,1
865775.75,6506416.00,1
867775.75,6506416.00,1
869775.75,6506416.00,1
867775.75,6508416.00,1
869775.75,6508416.00,1
835775.75,6452416.00,2
843775.75,6452416.00,2
845775.75,6452416.00,2
837775.75,6454416.00,2
839775.75,6454416.00,2
841775.75,6454416.00,2
843775.75,6454416.00,2
837775.75,6456416.00,2
841775.75,6456416.00,2
843775.75,6456416.00,2
845775.75,6456416.00,2
825775.75,6458416.00,2
827775.75,6458416.00,2
839775.75,6458416.00,2
841775.75,6458416.00,2
843775.75,6458416.00,2
845775.75,6458416.00,2
819775.75,6460416.00,2
821775.75,6460416.00,2
823775.75,6460416.00,2
827775.75,6460416.00,2
829775.75,6460416.00,2
839775.75,6460416.00,2
843775.75,6460416.00,2
845775.75,6460416.00,2
821775.75,6462416.00,2
823775.75,6462416.00,2
827775.75,6462416.00,2
843775.75,6462416.00,2
813775.75,6464416.00,2
821775.75,6464416.00,2
827775.75,6464416.00,2
843775.75,6464416.00,2
813775.75,6466416.00,2
815775.75,6466416.00,2
817775.75,6466416.00,2
819775.75,6466416.00,2
821775.75,6466416.00,2
823775.75,6466416.00,2
825775.75,6466416.00,2
827775.75,6466416.00,2
841775.75,6466416.00,2
819775.75,6468416.00,2
821775.75,6468416.00,2
823775.75,6468416.00,2
825775.75,6468416.00,2
827775.75,6468416.00,2
829775.75,6468416.00,2
831775.75,6468416.00,2
841775.75,6468416.00,2
819775.75,6470416.00,2
821775.75,6470416.00,2
823775.75,6470416.00,2
825775.75,6470416.00,2
827775.75,6470416.00,2
829775.75,6470416.00,2
831775.75,6470416.00,2
833775.75,6470416.00,2
817775.75,6472416.00,2
819775.75,6472416.00,2
821775.75,6472416.00,2
823775.75,6472416.00,2
825775.75,6472416.00,2
827775.75,6472416.00,2
829775.75,6472416.00,2
831775.75,6472416.00,2
833775.75,6472416.00,2
839775.75,6472416.00,2
815775.75,6474416.00,2
817775.75,6474416.00,2
819775.75,6474416.00,2
821775.75,6474416.00,2
823775.75,6474416.00,2
825775.75,6474416.00,2
827775.75,6474416.00,2
829775.75,6474416.00,2
831775.75,6474416.00,2
839775.75,6474416.00,2
815775.75,6476416.00,2
821775.75,6476416.00,2
823775.75,6476416.00,2
825775.75,6476416.00,2
827775.75,6476416.00,2
829775.75,6476416.00,2
839775.75,6476416.00,2
819775.75,6478416.00,2
821775.75,6478416.00,2
823775.75,6478416.00,2
825775.75,6478416.00,2
827775.75,6478416.00,2
829775.75,6478416.00,2
835775.75,6478416.00,2
837775.75,6478416.00,2
839775.75,6478416.00,2
819775.75,6480416.00,2
821775.75,6480416.00,2
823775.75,6480416.00,2
825775.75,6480416.00,2
827775.75,6480416.00,2
829775.75,6480416.00,2
831775.75,6480416.00,2
833775.75,6480416.00,2
835775.75,6480416.00,2
837775.75,6480416.00,2
823775.75,6482416.00,2
833775.75,6482416.00,2
835775.75,6482416.00,2
679775.75,6434416.00,3
683775.75,6434416.00,3
735775.75,6434416.00,3
737775.75,6434416.00,3
739775.75,6434416.00,3
741775.75,6434416.00,3
755775.75,6434416.00,3
757775.75,6434416.00,3
759775.75,6434416.00,3
761775.75,6434416.00,3
763775.75,6434416.00,3
765775.75,6434416.00,3
767775.75,6434416.00,3
769775.75,6434416.00,3
771775.75,6434416.00,3
773775.75,6434416.00,3
775775.75,6434416.00,3
777775.75,6434416.00,3
779775.75,6434416.00,3
781775.75,6434416.00,3
783775.75,6434416.00,3
673775.75,6436416.00,3
675775.75,6436416.00,3
677775.75,6436416.00,3
679775.75,6436416.00,3
737775.75,6436416.00,3
739775.75,6436416.00,3
741775.75,6436416.00,3
743775.75,6436416.00,3
753775.75,6436416.00,3
755775.75,6436416.00,3
757775.75,6436416.00,3
759775.75,6436416.00,3
761775.75,6436416.00,3
763775.75,6436416.00,3
765775.75,6436416.00,3
767775.75,6436416.00,3
769775.75,6436416.00,3
771775.75,6436416.00,3
773775.75,6436416.00,3
775775.75,6436416.00,3
777775.75,6436416.00,3
779775.75,6436416.00,3
781775.75,6436416.00,3
783775.75,6436416.00,3
677775.75,6438416.00,3
679775.75,6438416.00,3
681775.75,6438416.00,3
683775.75,6438416.00,3
693775.75,6438416.00,3
695775.75,6438416.00,3
697775.75,6438416.00,3
735775.75,6438416.00,3
737775.75,6438416.00,3
739775.75,6438416.00,3
753775.75,6438416.00,3
755775.75,6438416.00,3
757775.75,6438416.00,3
759775.75,6438416.00,3
761775.75,6438416.00,3
763775.75,6438416.00,3
765775.75,6438416.00,3
767775.75,6438416.00,3
769775.75,6438416.00,3
771775.75,6438416.00,3
773775.75,6438416.00,3
775775.75,6438416.00,3
777775.75,6438416.00,3
781775.75,6438416.00,3
683775.75,6440416.00,3
691775.75,6440416.00,3
693775.75,6440416.00,3
695775.75,6440416.00,3
697775.75,6440416.00,3
699775.75,6440416.00,3
739775.75,6440416.00,3
741775.75,6440416.00,3
743775.75,6440416.00,3
751775.75,6440416.00,3
753775.75,6440416.00,3
755775.75,6440416.00,3
757775.75,6440416.00,3
759775.75,6440416.00,3
761775.75,6440416.00,3
763775.75,6440416.00,3
765775.75,6440416.00,3
767775.75,6440416.00,3
769775.75,6440416.00,3
771775.75,6440416.00,3
773775.75,6440416.00,3
775775.75,6440416.00,3
777775.75,6440416.00,3
779775.75,6440416.00,3
781775.75,6440416.00,3
683775.75,6442416.00,3
685775.75,6442416.00,3
687775.75,6442416.00,3
689775.75,6442416.00,3
691775.75,6442416.00,3
693775.75,6442416.00,3
695775.75,6442416.00,3
697775.75,6442416.00,3
699775.75,6442416.00,3
701775.75,6442416.00,3
737775.75,6442416.00,3
739775.75,6442416.00,3
741775.75,6442416.00,3
743775.75,6442416.00,3
749775.75,6442416.00,3
751775.75,6442416.00,3
753775.75,6442416.00,3
755775.75,6442416.00,3
757775.75,6442416.00,3
759775.75,6442416.00,3
761775.75,6442416.00,3
763775.75,6442416.00,3
765775.75,6442416.00,3
767775.75,6442416.00,3
769775.75,6442416.00,3
771775.75,6442416.00,3
773775.75,6442416.00,3
775775.75,6442416.00,3
777775.75,6442416.00,3
779775.75,6442416.00,3
781775.75,6442416.00,3
685775.75,6444416.00,3
687775.75,6444416.00,3
689775.75,6444416.00,3
691775.75,6444416.00,3
693775.75,6444416.00,3
695775.75,6444416.00,3
697775.75,6444416.00,3
699775.75,6444416.00,3
701775.75,6444416.00,3
703775.75,6444416.00,3
705775.75,6444416.00,3
733775.75,6444416.00,3
735775.75,6444416.00,3
737775.75,6444416.00,3
739775.75,6444416.00,3
741775.75,6444416.00,3
743775.75,6444416.00,3
749775.75,6444416.00,3
751775.75,6444416.00,3
753775.75,6444416.00,3
755775.75,6444416.00,3
757775.75,6444416.00,3
759775.75,6444416.00,3
761775.75,6444416.00,3
763775.75,6444416.00,3
765775.75,6444416.00,3
767775.75,6444416.00,3
769775.75,6444416.00,3
771775.75,6444416.00,3
773775.75,6444416.00,3
775775.75,6444416.00,3
777775.75,6444416.00,3
779775.75,6444416.00,3
781775.75,6444416.00,3
687775.75,6446416.00,3
689775.75,6446416.00,3
691775.75,6446416.00,3
693775.75,6446416.00,3
695775.75,6446416.00,3
697775.75,6446416.00,3
699775.75,6446416.00,3
701775.75,6446416.00,3
703775.75,6446416.00,3
705775.75,6446416.00,3
707775.75,6446416.00,3
709775.75,6446416.00,3
711775.75,6446416.00,3
713775.75,6446416.00,3
721775.75,6446416.00,3
729775.75,6446416.00,3
731775.75,6446416.00,3
733775.75,6446416.00,3
735775.75,6446416.00,3
737775.75,6446416.00,3
739775.75,6446416.00,3
741775.75,6446416.00,3
743775.75,6446416.00,3
747775.75,6446416.00,3
749775.75,6446416.00,3
751775.75,6446416.00,3
753775.75,6446416.00,3
755775.75,6446416.00,3
757775.75,6446416.00,3
759775.75,6446416.00,3
761775.75,6446416.00,3
763775.75,6446416.00,3
765775.75,6446416.00,3
767775.75,6446416.00,3
769775.75,6446416.00,3
771775.75,6446416.00,3
773775.75,6446416.00,3
775775.75,6446416.00,3
777775.75,6446416.00,3
779775.75,6446416.00,3
691775.75,6448416.00,3
693775.75,6448416.00,3
695775.75,6448416.00,3
697775.75,6448416.00,3
699775.75,6448416.00,3
701775.75,6448416.00,3
703775.75,6448416.00,3
705775.75,6448416.00,3
707775.75,6448416.00,3
709775.75,6448416.00,3
711775.75,6448416.00,3
713775.75,6448416.00,3
715775.75,6448416.00,3
717775.75,6448416.00,3
719775.75,6448416.00,3
723775.75,6448416.00,3
725775.75,6448416.00,3
727775.75,6448416.00,3
729775.75,6448416.00,3
731775.75,6448416.00,3
733775.75,6448416.00,3
735775.75,6448416.00,3
737775.75,6448416.00,3
739775.75,6448416.00,3
741775.75,6448416.00,3
745775.75,6448416.00,3
747775.75,6448416.00,3
749775.75,6448416.00,3
751775.75,6448416.00,3
753775.75,6448416.00,3
755775.75,6448416.00,3
757775.75,6448416.00,3
759775.75,6448416.00,3
761775.75,6448416.00,3
763775.75,6448416.00,3
765775.75,6448416.00,3
767775.75,6448416.00,3
769775.75,6448416.00,3
771775.75,6448416.00,3
773775.75,6448416.00,3
775775.75,6448416.00,3
777775.75,6448416.00,3
779775.75,6448416.00,3
683775.75,6450416.00,3
685775.75,6450416.00,3
687775.75,6450416.00,3
689775.75,6450416.00,3
691775.75,6450416.00,3
693775.75,6450416.00,3
695775.75,6450416.00,3
697775.75,6450416.00,3
699775.75,6450416.00,3
701775.75,6450416.00,3
703775.75,6450416.00,3
705775.75,6450416.00,3
707775.75,6450416.00,3
709775.75,6450416.00,3
711775.75,6450416.00,3
713775.75,6450416.00,3
715775.75,6450416.00,3
717775.75,6450416.00,3
719775.75,6450416.00,3
721775.75,6450416.00,3
723775.75,6450416.00,3
725775.75,6450416.00,3
727775.75,6450416.00,3
729775.75,6450416.00,3
731775.75,6450416.00,3
733775.75,6450416.00,3
735775.75,6450416.00,3
737775.75,6450416.00,3
739775.75,6450416.00,3
741775.75,6450416.00,3
743775.75,6450416.00,3
745775.75,6450416.00,3
747775.75,6450416.00,3
749775.75,6450416.00,3
751775.75,6450416.00,3
753775.75,6450416.00,3
755775.75,6450416.00,3
757775.75,6450416.00,3
759775.75,6450416.00,3
761775.75,6450416.00,3
763775.75,6450416.00,3
765775.75,6450416.00,3
767775.75,6450416.00,3
769775.75,6450416.00,3
771775.75,6450416.00,3
773775.75,6450416.00,3
681775.75,6452416.00,3
683775.75,6452416.00,3
685775.75,6452416.00,3
687775.75,6452416.00,3
689775.75,6452416.00,3
691775.75,6452416.00,3
693775.75,6452416.00,3
695775.75,6452416.00,3
697775.75,6452416.00,3
699775.75,6452416.00,3
701775.75,6452416.00,3
703775.75,6452416.00,3
705775.75,6452416.00,3
707775.75,6452416.00,3
709775.75,6452416.00,3
711775.75,6452416.00,3
713775.75,6452416.00,3
715775.75,6452416.00,3
717775.75,6452416.00,3
719775.75,6452416.00,3
721775.75,6452416.00,3
723775.75,6452416.00,3
725775.75,6452416.00,3
727775.75,6452416.00,3
729775.75,6452416.00,3
731775.75,6452416.00,3
733775.75,6452416.00,3
735775.75,6452416.00,3
737775.75,6452416.00,3
739775.75,6452416.00,3
741775.75,6452416.00,3
743775.75,6452416.00,3
745775.75,6452416.00,3
747775.75,6452416.00,3
749775.75,6452416.00,3
751775.75,6452416.00,3
753775.75,6452416.00,3
755775.75,6452416.00,3
757775.75,6452416.00,3
759775.75,6452416.00,3
761775.75,6452416.00,3
763775.75,6452416.00,3
765775.75,6452416.00,3
679775.75,6454416.00,3
681775.75,6454416.00,3
683775.75,6454416.00,3
685775.75,6454416.00,3
689775.75,6454416.00,3
691775.75,6454416.00,3
693775.75,6454416.00,3
695775.75,6454416.00,3
697775.75,6454416.00,3
699775.75,6454416.00,3
701775.75,6454416.00,3
703775.75,6454416.00,3
705775.75,6454416.00,3
707775.75,6454416.00,3
709775.75,6454416.00,3
711775.75,6454416.00,3
713775.75,6454416.00,3
715775.75,6454416.00,3
717775.75,6454416.00,3
719775.75,6454416.00,3
721775.75,6454416.00,3
723775.75,6454416.00,3
725775.75,6454416.00,3
727775.75,6454416.00,3
729775.75,6454416.00,3
731775.75,6454416.00,3
733775.75,6454416.00,3
735775.75,6454416.00,3
737775.75,6454416.00,3
739775.75,6454416.00,3
741775.75,6454416.00,3
743775.75,6454416.00,3
745775.75,6454416.00,3
747775.75,6454416.00,3
749775.75,6454416.00,3
751775.75,6454416.00,3
753775.75,6454416.00,3
755775.75,6454416.00,3
757775.75,6454416.00,3
759775.75,6454416.00,3
761775.75,6454416.00,3
763775.75,6454416.00,3
765775.75,6454416.00,3
767775.75,6454416.00,3
769775.75,6454416.00,3
771775.75,6454416.00,3
773775.75,6454416.00,3
671775.75,6456416.00,3
675775.75,6456416.00,3
677775.75,6456416.00,3
679775.75,6456416.00,3
699775.75,6456416.00,3
701775.75,6456416.00,3
703775.75,6456416.00,3
705775.75,6456416.00,3
707775.75,6456416.00,3
709775.75,6456416.00,3
711775.75,6456416.00,3
713775.75,6456416.00,3
715775.75,6456416.00,3
717775.75,6456416.00,3
719775.75,6456416.00,3
721775.75,6456416.00,3
723775.75,6456416.00,3
725775.75,6456416.00,3
727775.75,6456416.00,3
729775.75,6456416.00,3
731775.75,6456416.00,3
733775.75,6456416.00,3
735775.75,6456416.00,3
737775.75,6456416.00,3
739775.75,6456416.00,3
741775.75,6456416.00,3
743775.75,6456416.00,3
745775.75,6456416.00,3
747775.75,6456416.00,3
749775.75,6456416.00,3
751775.75,6456416.00,3
753775.75,6456416.00,3
755775.75,6456416.00,3
757775.75,6456416.00,3
759775.75,6456416.00,3
761775.75,6456416.00,3
763775.75,6456416.00,3
765775.75,6456416.00,3
767775.75,6456416.00,3
769775.75,6456416.00,3
701775.75,6458416.00,3
703775.75,6458416.00,3
705775.75,6458416.00,3
707775.75,6458416.00,3
709775.75,6458416.00,3
711775.75,6458416.00,3
713775.75,6458416.00,3
715775.75,6458416.00,3
717775.75,6458416.00,3
719775.75,6458416.00,3
721775.75,6458416.00,3
723775.75,6458416.00,3
725775.75,6458416.00,3
727775.75,6458416.00,3
729775.75,6458416.00,3
731775.75,6458416.00,3
733775.75,6458416.00,3
735775.75,6458416.00,3
737775.75,6458416.00,3
739775.75,6458416.00,3
741775.75,6458416.00,3
743775.75,6458416.00,3
745775.75,6458416.00,3
747775.75,6458416.00,3
749775.75,6458416.00,3
751775.75,6458416.00,3
753775.75,6458416.00,3
755775.75,6458416.00,3
757775.75,6458416.00,3
759775.75,6458416.00,3
761775.75,6458416.00,3
763775.75,6458416.00,3
765775.75,6458416.00,3
767775.75,6458416.00,3
769775.75,6458416.00,3
699775.75,6460416.00,3
701775.75,6460416.00,3
703775.75,6460416.00,3
705775.75,6460416.00,3
707775.75,6460416.00,3
709775.75,6460416.00,3
711775.75,6460416.00,3
713775.75,6460416.00,3
715775.75,6460416.00,3
717775.75,6460416.00,3
719775.75,6460416.00,3
721775.75,6460416.00,3
723775.75,6460416.00,3
725775.75,6460416.00,3
727775.75,6460416.00,3
729775.75,6460416.00,3
731775.75,6460416.00,3
733775.75,6460416.00,3
735775.75,6460416.00,3
737775.75,6460416.00,3
739775.75,6460416.00,3
741775.75,6460416.00,3
743775.75,6460416.00,3
745775.75,6460416.00,3
747775.75,6460416.00,3
749775.75,6460416.00,3
751775.75,6460416.00,3
753775.75,6460416.00,3
755775.75,6460416.00,3
757775.75,6460416.00,3
759775.75,6460416.00,3
773775.75,6460416.00,3
701775.75,6462416.00,3
703775.75,6462416.00,3
705775.75,6462416.00,3
707775.75,6462416.00,3
709775.75,6462416.00,3
711775.75,6462416.00,3
713775.75,6462416.00,3
715775.75,6462416.00,3
723775.75,6462416.00,3
725775.75,6462416.00,3
727775.75,6462416.00,3
729775.75,6462416.00,3
731775.75,6462416.00,3
733775.75,6462416.00,3
735775.75,6462416.00,3
737775.75,6462416.00,3
739775.75,6462416.00,3
741775.75,6462416.00,3
743775.75,6462416.00,3
745775.75,6462416.00,3
747775.75,6462416.00,3
749775.75,6462416.00,3
751775.75,6462416.00,3
753775.75,6462416.00,3
755775.75,6462416.00,3
757775.75,6462416.00,3
759775.75,6462416.00,3
761775.75,6462416.00,3
763775.75,6462416.00,3
765775.75,6462416.00,3
767775.75,6462416.00,3
769775.75,6462416.00,3
771775.75,6462416.00,3
773775.75,6462416.00,3
701775.75,6464416.00,3
703775.75,6464416.00,3
705775.75,6464416.00,3
707775.75,6464416.00,3
709775.75,6464416.00,3
711775.75,6464416.00,3
713775.75,6464416.00,3
715775.75,6464416.00,3
717775.75,6464416.00,3
719775.75,6464416.00,3
721775.75,6464416.00,3
723775.75,6464416.00,3
725775.75,6464416.00,3
727775.75,6464416.00,3
729775.75,6464416.00,3
731775.75,6464416.00,3
733775.75,6464416.00,3
735775.75,6464416.00,3
743775.75,6464416.00,3
745775.75,6464416.00,3
747775.75,6464416.00,3
749775.75,6464416.00,3
751775.75,6464416.00,3
753775.75,6464416.00,3
755775.75,6464416.00,3
757775.75,6464416.00,3
759775.75,6464416.00,3
761775.75,6464416.00,3
763775.75,6464416.00,3
765775.75,6464416.00,3
767775.75,6464416.00,3
769775.75,6464416.00,3
771775.75,6464416.00,3
701775.75,6466416.00,3
703775.75,6466416.00,3
705775.75,6466416.00,3
707775.75,6466416.00,3
709775.75,6466416.00,3
711775.75,6466416.00,3
713775.75,6466416.00,3
715775.75,6466416.00,3
717775.75,6466416.00,3
719775.75,6466416.00,3
721775.75,6466416.00,3
723775.75,6466416.00,3
725775.75,6466416.00,3
727775.75,6466416.00,3
729775.75,6466416.00,3
731775.75,6466416.00,3
733775.75,6466416.00,3
735775.75,6466416.00,3
743775.75,6466416.00,3
745775.75,6466416.00,3
747775.75,6466416.00,3
749775.75,6466416.00,3
751775.75,6466416.00,3
