x,y,region
787775.75,6502416.00,13
789775.75,6502416.00,13
791775.75,6502416.00,13
793775.75,6502416.00,13
795775.75,6502416.00,13
797775.75,6502416.00,13
799775.75,6502416.00,13
801775.75,6502416.00,13
803775.75,6502416.00,13
805775.75,6502416.00,13
807775.75,6502416.00,13
809775.75,6502416.00,13
811775.75,6502416.00,13
813775.75,6502416.00,13
815775.75,6502416.00,13
817775.75,6502416.00,13
819775.75,6502416.00,13
821775.75,6502416.00,13
823775.75,6502416.00,13
825775.75,6502416.00,13
827775.75,6502416.00,13
829775.75,6502416.00,13
831775.75,6502416.00,13
833775.75,6502416.00,13
835775.75,6502416.00,13
837775.75,6502416.00,13
839775.75,6502416.00,13
841775.75,6502416.00,13
843775.75,6502416.00,13
845775.75,6502416.00,13
847775.75,6502416.00,13
745775.75,6504416.00,13
747775.75,6504416.00,13
749775.75,6504416.00,13
751775.75,6504416.00,13
753775.75,6504416.00,13
755775.75,6504416.00,13
757775.75,6504416.00,13
759775.75,6504416.00,13
761775.75,6504416.00,13
763775.75,6504416.00,13
765775.75,6504416.00,13
767775.75,6504416.00,13
769775.75,6504416.00,13
771775.75,6504416.00,13
773775.75,6504416.00,13
775775.75,6504416.00,13
777775.75,6504416.00,13
779775.75,6504416.00,13
781775.75,6504416.00,13
783775.75,6504416.00,13
785775.75,6504416.00,13
787775.75,6504416.00,13
789775.75,6504416.00,13
791775.75,6504416.00,13
793775.75,6504416.00,13
795775.75,6504416.00,13
797775.75,6504416.00,13
799775.75,6504416.00,13
801775.75,6504416.00,13
803775.75,6504416.00,13
805775.75,6504416.00,13
807775.75,6504416.00,13
809775.75,6504416.00,13
811775.75,6504416.00,13
813775.75,6504416.00,13
815775.75,6504416.00,13
817775.75,6504416.00,13
819775.75,6504416.00,13
821775.75,6504416.00,13
823775.75,6504416.00,13
825775.75,6504416.00,13
827775.75,6504416.00,13
829775.75,6504416.00,13
831775.75,6504416.00,13
833775.75,6504416.00,13
835775.75,6504416.00,13
837775.75,6504416.00,13
839775.75,6504416.00,13
841775.75,6504416.00,13
843775.75,6504416.00,13
845775.75,6504416.00,13
847775.75,6504416.00,13
745775.75,6506416.00,13
747775.75,6506416.00,13
749775.75,6506416.00,13
751775.75,6506416.00,13
753775.75,6506416.00,13
755775.75,6506416.00,13
757775.75,6506416.00,13
759775.75,6506416.00,13
761775.75,6506416.00,13
763775.75,6506416.00,13
765775.75,6506416.00,13
767775.75,6506416.00,13
769775.75,6506416.00,13
771775.75,6506416.00,13
773775.75,6506416.00,13
775775.75,6506416.00,13
777775.75,6506416.00,13
779775.75,6506416.00,13
781775.75,6506416.00,13
783775.75,6506416.00,13
785775.75,6506416.00,13
787775.75,6506416.00,13
789775.75,6506416.00,13
791775.75,6506416.00,13
793775.75,6506416.00,13
795775.75,6506416.00,13
797775.75,6506416.00,13
799775.75,6506416.00,13
801775.75,6506416.00,13
803775.75,6506416.00,13
805775.75,6506416.00,13
807775.75,6506416.00,13
809775.75,6506416.00,13
811775.75,6506416.00,13
813775.75,6506416.00,13
815775.75,6506416.00,13
817775.75,6506416.00,13
819775.75,6506416.00,13
821775.75,6506416.00,13
823775.75,6506416.00,13
825775.75,6506416.00,13
827775.75,6506416.00,13
829775.75,6506416.00,13
831775.75,6506416.00,13
833775.75,6506416.00,13
835775.75,6506416.00,13
837775.75,6506416.00,13
839775.75,6506416.00,13
841775.75,6506416.00,13
843775.75,6506416.00,13
845775.75,6506416.00,13
749775.75,6508416.00,13
751775.75,6508416.00,13
753775.75,6508416.00,13
755775.75,6508416.00,13
757775.75,6508416.00,13
759775.75,6508416.00,13
761775.75,6508416.00,13
763775.75,6508416.00,13
765775.75,6508416.00,13
767775.75,6508416.00,13
769775.75,6508416.00,13
771775.75,6508416.00,13
773775.75,6508416.00,13
775775.75,6508416.00,13
777775.75,6508416.00,13
779775.75,6508416.00,13
781775.75,6508416.00,13
783775.75,6508416.00,13
785775.75,6508416.00,13
787775.75,6508416.00,13
789775.75,6508416.00,13
791775.75,6508416.00,13
793775.75,6508416.00,13
795775.75,6508416.00,13
797775.75,6508416.00,13
799775.75,6508416.00,13
801775.75,6508416.00,13
803775.75,6508416.00,13
805775.75,6508416.00,13
807775.75,6508416.00,13
809775.75,6508416.00,13
811775.75,6508416.00,13
813775.75,6508416.00,13
815775.75,6508416.00,13
817775.75,6508416.00,13
819775.75,6508416.00,13
821775.75,6508416.00,13
823775.75,6508416.00,13
825775.75,6508416.00,13
827775.75,6508416.00,13
829775.75,6508416.00,13
831775.75,6508416.00,13
833775.75,6508416.00,13
835775.75,6508416.00,13
837775.75,6508416.00,13
839775.75,6508416.00,13
841775.75,6508416.00,13
843775.75,6508416.00,13
845775.75,6508416.00,13
765775.75,6510416.00,13
767775.75,6510416.00,13
769775.75,6510416.00,13
771775.75,6510416.00,13
773775.75,6510416.00,13
775775.75,6510416.00,13
777775.75,6510416.00,13
779775.75,6510416.00,13
781775.75,6510416.00,13
783775.75,6510416.00,13
785775.75,6510416.00,13
787775.75,6510416.00,13
789775.75,6510416.00,13
791775.75,6510416.00,13
793775.75,6510416.00,13
795775.75,6510416.00,13
797775.75,6510416.00,13
799775.75,6510416.00,13
801775.75,6510416.00,13
803775.75,6510416.00,13
805775.75,6510416.00,13
807775.75,6510416.00,13
809775.75,6510416.00,13
811775.75,6510416.00,13
813775.75,6510416.00,13
815775.75,6510416.00,13
817775.75,6510416.00,13
819775.75,6510416.00,13
821775.75,6510416.00,13
823775.75,6510416.00,13
825775.75,6510416.00,13
827775.75,6510416.00,13
829775.75,6510416.00,13
831775.75,6510416.00,13
833775.75,6510416.00,13
835775.75,6510416.00,13
837775.75,6510416.00,13
839775.75,6510416.00,13
841775.75,6510416.00,13
843775.75,6510416.00,13
771775.75,6512416.00,13
773775.75,6512416.00,13
775775.75,6512416.00,13
777775.75,6512416.00,13
779775.75,6512416.00,13
781775.75,6512416.00,13
783775.75,6512416.00,13
785775.75,6512416.00,13
787775.75,6512416.00,13
789775.75,6512416.00,13
791775.75,6512416.00,13
793775.75,6512416.00,13
795775.75,6512416.00,13
797775.75,6512416.00,13
799775.75,6512416.00,13
801775.75,6512416.00,13
803775.75,6512416.00,13
805775.75,6512416.00,13
807775.75,6512416.00,13
809775.75,6512416.00,13
811775.75,6512416.00,13
813775.75,6512416.00,13
815775.75,6512416.00,13
817775.75,6512416.00,13
819775.75,6512416.00,13
821775.75,6512416.00,13
823775.75,6512416.00,13
825775.75,6512416.00,13
827775.75,6512416.00,13
829775.75,6512416.00,13
831775.75,6512416.00,13
833775.75,6512416.00,13
835775.75,6512416.00,13
837775.75,6512416.00,13
839775.75,6512416.00,13
841775.75,6512416.00,13
843775.75,6512416.00,13
771775.75,6514416.00,13
773775.75,6514416.00,13
775775.75,6514416.00,13
777775.75,6514416.00,13
779775.75,6514416.00,13
781775.75,6514416.00,13
783775.75,6514416.00,13
785775.75,6514416.00,13
787775.75,6514416.00,13
789775.75,6514416.00,13
791775.75,6514416.00,13
793775.75,6514416.00,13
795775.75,6514416.00,13
797775.75,6514416.00,13
799775.75,6514416.00,13
801775.75,6514416.00,13
803775.75,6514416.00,13
805775.75,6514416.00,13
807775.75,6514416.00,13
809775.75,6514416.00,13
811775.75,6514416.00,13
813775.75,6514416.00,13
815775.75,6514416.00,13
817775.75,6514416.00,13
819775.75,6514416.00,13
821775.75,6514416.00,13
823775.75,6514416.00,13
825775.75,6514416.00,13
827775.75,6514416.00,13
829775.75,6514416.00,13
831775.75,6514416.00,13
833775.75,6514416.00,13
835775.75,6514416.00,13
837775.75,6514416.00,13
839775.75,6514416.00,13
841775.75,6514416.00,13
769775.75,6516416.00,13
771775.75,6516416.00,13
773775.75,6516416.00,13
775775.75,6516416.00,13
777775.75,6516416.00,13
779775.75,6516416.00,13
781775.75,6516416.00,13
783775.75,6516416.00,13
785775.75,6516416.00,13
787775.75,6516416.00,13
789775.75,6516416.00,13
791775.75,6516416.00,13
793775.75,6516416.00,13
795775.75,6516416.00,13
797775.75,6516416.00,13
799775.75,6516416.00,13
801775.75,6516416.00,13
803775.75,6516416.00,13
805775.75,6516416.00,13
807775.75,6516416.00,13
809775.75,6516416.00,13
811775.75,6516416.00,13
813775.75,6516416.00,13
815775.75,6516416.00,13
817775.75,6516416.00,13
819775.75,6516416.00,13
821775.75,6516416.00,13
823775.75,6516416.00,13
825775.75,6516416.00,13
827775.75,6516416.00,13
829775.75,6516416.00,13
831775.75,6516416.00,13
833775.75,6516416.00,13
835775.75,6516416.00,13
837775.75,6516416.00,13
839775.75,6516416.00,13
841775.75,6516416.00,13
769775.75,6518416.00,13
771775.75,6518416.00,13
773775.75,6518416.00,13
775775.75,6518416.00,13
777775.75,6518416.00,13
779775.75,6518416.00,13
781775.75,6518416.00,13
783775.75,6518416.00,13
785775.75,6518416.00,13
787775.75,6518416.00,13
789775.75,6518416.00,13
791775.75,6518416.00,13
793775.75,6518416.00,13
795775.75,6518416.00,13
797775.75,6518416.00,13
799775.75,6518416.00,13
801775.75,6518416.00,13
803775.75,6518416.00,13
805775.75,6518416.00,13
807775.75,6518416.00,13
809775.75,6518416.00,13
811775.75,6518416.00,13
813775.75,6518416.00,13
815775.75,6518416.00,13
817775.75,6518416.00,13
819775.75,6518416.00,13
821775.75,6518416.00,13
823775.75,6518416.00,13
825775.75,6518416.00,13
827775.75,6518416.00,13
829775.75,6518416.00,13
831775.75,6518416.00,13
833775.75,6518416.00,13
835775.75,6518416.00,13
837775.75,6518416.00,13
839775.75,6518416.00,13
769775.75,6520416.00,13
771775.75,6520416.00,13
773775.75,6520416.00,13
775775.75,6520416.00,13
777775.75,6520416.00,13
779775.75,6520416.00,13
781775.75,6520416.00,13
783775.75,6520416.00,13
785775.75,6520416.00,13
787775.75,6520416.00,13
789775.75,6520416.00,13
791775.75,6520416.00,13
793775.75,6520416.00,13
795775.75,6520416.00,13
797775.75,6520416.00,13
799775.75,6520416.00,13
801775.75,6520416.00,13
803775.75,6520416.00,13
805775.75,6520416.00,13
807775.75,6520416.00,13
809775.75,6520416.00,13
811775.75,6520416.00,13
813775.75,6520416.00,13
815775.75,6520416.00,13
817775.75,6520416.00,13
819775.75,6520416.00,13
821775.75,6520416.00,13
823775.75,6520416.00,13
825775.75,6520416.00,13
827775.75,6520416.00,13
829775.75,6520416.00,13
831775.75,6520416.00,13
833775.75,6520416.00,13
835775.75,6520416.00,13
837775.75,6520416.00,13
839775.75,6520416.00,13
767775.75,6522416.00,13
769775.75,6522416.00,13
771775.75,6522416.00,13
773775.75,6522416.00,13
775775.75,6522416.00,13
777775.75,6522416.00,13
779775.75,6522416.00,13
781775.75,6522416.00,13
783775.75,6522416.00,13
785775.75,6522416.00,13
787775.75,6522416.00,13
789775.75,6522416.00,13
791775.75,6522416.00,13
793775.75,6522416.00,13
795775.75,6522416.00,13
797775.75,6522416.00,13
799775.75,6522416.00,13
801775.75,6522416.00,13
803775.75,6522416.00,13
805775.75,6522416.00,13
807775.75,6522416.00,13
809775.75,6522416.00,13
811775.75,6522416.00,13
813775.75,6522416.00,13
815775.75,6522416.00,13
817775.75,6522416.00,13
819775.75,6522416.00,13
821775.75,6522416.00,13
823775.75,6522416.00,13
825775.75,6522416.00,13
827775.75,6522416.00,13
829775.75,6522416.00,13
831775.75,6522416.00,13
833775.75,6522416.00,13
835775.75,6522416.00,13
837775.75,6522416.00,13
767775.75,6524416.00,13
769775.75,6524416.00,13
771775.75,6524416.00,13
773775.75,6524416.00,13
775775.75,6524416.00,13
777775.75,6524416.00,13
779775.75,6524416.00,13
781775.75,6524416.00,13
783775.75,6524416.00,13
785775.75,6524416.00,13
787775.75,6524416.00,13
789775.75,6524416.00,13
791775.75,6524416.00,13
793775.75,6524416.00,13
795775.75,6524416.00,13
797775.75,6524416.00,13
799775.75,6524416.00,13
801775.75,6524416.00,13
803775.75,6524416.00,13
805775.75,6524416.00,13
807775.75,6524416.00,13
809775.75,6524416.00,13
811775.75,6524416.00,13
813775.75,6524416.00,13
815775.75,6524416.00,13
817775.75,6524416.00,13
819775.75,6524416.00,13
821775.75,6524416.00,13
823775.75,6524416.00,13
825775.75,6524416.00,13
827775.75,6524416.00,13
829775.75,6524416.00,13
831775.75,6524416.00,13
833775.75,6524416.00,13
835775.75,6524416.00,13
837775.75,6524416.00,13
767775.75,6526416.00,13
769775.75,6526416.00,13
771775.75,6526416.00,13
773775.75,6526416.00,13
775775.75,6526416.00,13
777775.75,6526416.00,13
779775.75,6526416.00,13
781775.75,6526416.00,13
783775.75,6526416.00,13
785775.75,6526416.00,13
787775.75,6526416.00,13
789775.75,6526416.00,13
791775.75,6526416.00,13
793775.75,6526416.00,13
795775.75,6526416.00,13
797775.75,6526416.00,13
799775.75,6526416.00,13
801775.75,6526416.00,13
803775.75,6526416.00,13
805775.75,6526416.00,13
807775.75,6526416.00,13
809775.75,6526416.00,13
811775.75,6526416.00,13
813775.75,6526416.00,13
815775.75,6526416.00,13
817775.75,6526416.00,13
819775.75,6526416.00,13
821775.75,6526416.00,13
823775.75,6526416.00,13
825775.75,6526416.00,13
827775.75,6526416.00,13
829775.75,6526416.00,13
831775.75,6526416.00,13
833775.75,6526416.00,13
835775.75,6526416.00,13
765775.75,6528416.00,13
767775.75,6528416.00,13
769775.75,6528416.00,13
771775.75,6528416.00,13
773775.75,6528416.00,13
775775.75,6528416.00,13
777775.75,6528416.00,13
779775.75,6528416.00,13
781775.75,6528416.00,13
783775.75,6528416.00,13
785775.75,6528416.00,13
787775.75,6528416.00,13
789775.75,6528416.00,13
791775.75,6528416.00,13
793775.75,6528416.00,13
795775.75,6528416.00,13
797775.75,6528416.00,13
799775.75,6528416.00,13
801775.75,6528416.00,13
803775.75,6528416.00,13
805775.75,6528416.00,13
807775.75,6528416.00,13
809775.75,6528416.00,13
811775.75,6528416.00,13
813775.75,6528416.00,13
815775.75,6528416.00,13
817775.75,6528416.00,13
819775.75,6528416.00,13
821775.75,6528416.00,13
823775.75,6528416.00,13
825775.75,6528416.00,13
827775.75,6528416.00,13
829775.75,6528416.00,13
831775.75,6528416.00,13
833775.75,6528416.00,13
835775.75,6528416.00,13
765775.75,6530416.00,13
767775.75,6530416.00,13
769775.75,6530416.00,13
771775.75,6530416.00,13
773775.75,6530416.00,13
775775.75,6530416.00,13
777775.75,6530416.00,13
779775.75,6530416.00,13
781775.75,6530416.00,13
783775.75,6530416.00,13
785775.75,6530416.00,13
787775.75,6530416.00,13
789775.75,6530416.00,13
791775.75,6530416.00,13
793775.75,6530416.00,13
795775.75,6530416.00,13
797775.75,6530416.00,13
799775.75,6530416.00,13
801775.75,6530416.00,13
803775.75,6530416.00,13
805775.75,6530416.00,13
807775.75,6530416.00,13
809775.75,6530416.00,13
811775.75,6530416.00,13
813775.75,6530416.00,13
815775.75,6530416.00,13
817775.75,6530416.00,13
819775.75,6530416.00,13
821775.75,6530416.00,13
823775.75,6530416.00,13
825775.75,6530416.00,13
827775.75,6530416.00,13
829775.75,6530416.00,13
831775.75,6530416.00,13
833775.75,6530416.00,13
765775.75,6532416.00,13
767775.75,6532416.00,13
769775.75,6532416.00,13
771775.75,6532416.00,13
773775.75,6532416.00,13
775775.75,6532416.00,13
777775.75,6532416.00,13
779775.75,6532416.00,13
781775.75,6532416.00,13
783775.75,6532416.00,13
785775.75,6532416.00,13
787775.75,6532416.00,13
789775.75,6532416.00,13
791775.75,6532416.00,13
793775.75,6532416.00,13
795775.75,6532416.00,13
797775.75,6532416.00,13
799775.75,6532416.00,13
801775.75,6532416.00,13
803775.75,6532416.00,13
805775.75,6532416.00,13
807775.75,6532416.00,13
809775.75,6532416.00,13
811775.75,6532416.00,13
813775.75,6532416.00,13
815775.75,6532416.00,13
817775.75,6532416.00,13
819775.75,6532416.00,13
821775.75,6532416.00,13
823775.75,6532416.00,13
825775.75,6532416.00,13
827775.75,6532416.00,13
829775.75,6532416.00,13
831775.75,6532416.00,13
833775.75,6532416.00,13
763775.75,6534416.00,13
765775.75,6534416.00,13
767775.75,6534416.00,13
769775.75,6534416.00,13
771775.75,6534416.00,13
773775.75,6534416.00,13
775775.75,6534416.00,13
777775.75,6534416.00,13
779775.75,6534416.00,13
781775.75,6534416.00,13
783775.75,6534416.00,13
785775.75,6534416.00,13
787775.75,6534416.00,13
789775.75,6534416.00,13
791775.75,6534416.00,13
793775.75,6534416.00,13
795775.75,6534416.00,13
797775.75,6534416.00,13
799775.75,6534416.00,13
801775.75,6534416.00,13
803775.75,6534416.00,13
805775.75,6534416.00,13
807775.75,6534416.00,13
809775.75,6534416.00,13
811775.75,6534416.00,13
813775.75,6534416.00,13
815775.75,6534416.00,13
817775.75,6534416.00,13
819775.75,6534416.00,13
821775.75,6534416.00,13
823775.75,6534416.00,13
825775.75,6534416.00,13
827775.75,6534416.00,13
829775.75,6534416.00,13
831775.75,6534416.00,13
763775.75,6536416.00,13
765775.75,6536416.00,13
767775.75,6536416.00,13
769775.75,6536416.00,13
771775.75,6536416.00,13
773775.75,6536416.00,13
775775.75,6536416.00,13
777775.75,6536416.00,13
779775.75,6536416.00,13
781775.75,6536416.00,13
783775.75,6536416.00,13
785775.75,6536416.00,13
787775.75,6536416.00,13
789775.75,6536416.00,13
791775.75,6536416.00,13
793775.75,6536416.00,13
795775.75,6536416.00,13
797775.75,6536416.00,13
799775.75,6536416.00,13
801775.75,6536416.00,13
803775.75,6536416.00,13
805775.75,6536416.00,13
807775.75,6536416.00,13
809775.75,6536416.00,13
811775.75,6536416.00,13
813775.75,6536416.00,13
815775.75,6536416.00,13
817775.75,6536416.00,13
819775.75,6536416.00,13
821775.75,6536416.00,13
823775.75,6536416.00,13
825775.75,6536416.00,13
827775.75,6536416.00,13
829775.75,6536416.00,13
831775.75,6536416.00,13
763775.75,6538416.00,13
765775.75,6538416.00,13
767775.75,6538416.00,13
769775.75,6538416.00,13
771775.75,6538416.00,13
773775.75,6538416.00,13
775775.75,6538416.00,13
777775.75,6538416.00,13
779775.75,6538416.00,13
781775.75,6538416.00,13
783775.75,6538416.00,13
785775.75,6538416.00,13
787775.75,6538416.00,13
789775.75,6538416.00,13
791775.75,6538416.00,13
793775.75,6538416.00,13
795775.75,6538416.00,13
797775.75,6538416.00,13
799775.75,6538416.00,13
801775.75,6538416.00,13
803775.75,6538416.00,13
805775.75,6538416.00,13
807775.75,6538416.00,13
809775.75,6538416.00,13
811775.75,6538416.00,13
813775.75,6538416.00,13
815775.75,6538416.00,13
817775.75,6538416.00,13
819775.75,6538416.00,13
821775.75,6538416.00,13
823775.75,6538416.00,13
825775.75,6538416.00,13
827775.75,6538416.00,13
829775.75,6538416.00,13
763775.75,6540416.00,13
765775.75,6540416.00,13
767775.75,6540416.00,13
769775.75,6540416.00,13
771775.75,6540416.00,13
773775.75,6540416.00,13
775775.75,6540416.00,13
777775.75,6540416.00,13
779775.75,6540416.00,13
781775.75,6540416.00,13
783775.75,6540416.00,13
785775.75,6540416.00,13
787775.75,6540416.00,13
789775.75,6540416.00,13
791775.75,6540416.00,13
793775.75,6540416.00,13
795775.75,6540416.00,13
797775.75,6540416.00,13
799775.75,6540416.00,13
801775.75,6540416.00,13
803775.75,6540416.00,13
805775.75,6540416.00,13
807775.75,6540416.00,13
809775.75,6540416.00,13
811775.75,6540416.00,13
813775.75,6540416.00,13
815775.75,6540416.00,13
817775.75,6540416.00,13
819775.75,6540416.00,13
821775.75,6540416.00,13
823775.75,6540416.00,13
825775.75,6540416.00,13
827775.75,6540416.00,13
829775.75,6540416.00,13
761775.75,6542416.00,13
763775.75,6542416.00,13
765775.75,6542416.00,13
767775.75,6542416.00,13
769775.75,6542416.00,13
771775.75,6542416.00,13
773775.75,6542416.00,13
775775.75,6542416.00,13
777775.75,6542416.00,13
779775.75,6542416.00,13
781775.75,6542416.00,13
783775.75,6542416.00,13
785775.75,6542416.00,13
787775.75,6542416.00,13
789775.75,6542416.00,13
791775.75,6542416.00,13
793775.75,6542416.00,13
795775.75,6542416.00,13
797775.75,6542416.00,13
799775.75,6542416.00,13
801775.75,6542416.00,13
803775.75,6542416.00,13
805775.75,6542416.00,13
807775.75,6542416.00,13
809775.75,6542416.00,13
811775.75,6542416.00,13
813775.75,6542416.00,13
815775.75,6542416.00,13
817775.75,6542416.00,13
819775.75,6542416.00,13
821775.75,6542416.00,13
823775.75,6542416.00,13
825775.75,6542416.00,13
827775.75,6542416.00,13
761775.75,6544416.00,13
763775.75,6544416.00,13
765775.75,6544416.00,13
767775.75,6544416.00,13
769775.75,6544416.00,13
771775.75,6544416.00,13
773775.75,6544416.00,13
775775.75,6544416.00,13
777775.75,6544416.00,13
779775.75,6544416.00,13
781775.75,6544416.00,13
783775.75,6544416.00,13
785775.75,6544416.00,13
787775.75,6544416.00,13
789775.75,6544416.00,13
791775.75,6544416.00,13
793775.75,6544416.00,13
795775.75,6544416.00,13
797775.75,6544416.00,13
799775.75,6544416.00,13
801775.75,6544416.00,13
803775.75,6544416.00,13
805775.75,6544416.00,13
807775.75,6544416.00,13
809775.75,6544416.00,13
811775.75,6544416.00,13
813775.75,6544416.00,13
815775.75,6544416.00,13
817775.75,6544416.00,13
819775.75,6544416.00,13
821775.75,6544416.00,13
823775.75,6544416.00,13
825775.75,6544416.00,13
827775.75,6544416.00,13
761775.75,6546416.00,13
763775.75,6546416.00,13
765775.75,6546416.00,13
767775.75,6546416.00,13
769775.75,6546416.00,13
771775.75,6546416.00,13
773775.75,6546416.00,13
775775.75,6546416.00,13
777775.75,6546416.00,13
779775.75,6546416.00,13
781775.75,6546416.00,13
783775.75,6546416.00,13
785775.75,6546416.00,13
787775.75,6546416.00,13
789775.75,6546416.00,13
791775.75,6546416.00,13
793775.75,6546416.00,13
795775.75,6546416.00,13
797775.75,6546416.00,13
799775.75,6546416.00,13
801775.75,6546416.00,13
803775.75,6546416.00,13
805775.75,6546416.00,13
807775.75,6546416.00,13
809775.75,6546416.00,13
811775.75,6546416.00,13
813775.75,6546416.00,13
815775.75,6546416.00,13
817775.75,6546416.00,13
819775.75,6546416.00,13
821775.75,6546416.00,13
823775.75,6546416.00,13
825775.75,6546416.00,13
759775.75,6548416.00,13
761775.75,6548416.00,13
763775.75,6548416.00,13
765775.75,6548416.00,13
767775.75,6548416.00,13
769775.75,6548416.00,13
771775.75,6548416.00,13
773775.75,6548416.00,13
775775.75,6548416.00,13
777775.75,6548416.00,13
779775.75,6548416.00,13
781775.75,6548416.00,13
783775.75,6548416.00,13
785775.75,6548416.00,13
787775.75,6548416.00,13
789775.75,6548416.00,13
791775.75,6548416.00,13
793775.75,6548416.00,13
795775.75,6548416.00,13
797775.75,6548416.00,13
799775.75,6548416.00,13
801775.75,6548416.00,13
803775.75,6548416.00,13
805775.75,6548416.00,13
807775.75,6548416.00,13
809775.75,6548416.00,13
811775.75,6548416.00,13
813775.75,6548416.00,13
815775.75,6548416.00,13
817775.75,6548416.00,13
819775.75,6548416.00,13
821775.75,6548416.00,13
823775.75,6548416.00,13
825775.75,6548416.00,13
759775.75,6550416.00,13
761775.75,6550416.00,13
763775.75,6550416.00,13
765775.75,6550416.00,13
767775.75,6550416.00,13
769775.75,6550416.00,13
771775.75,6550416.00,13
773775.75,6550416.00,13
775775.75,6550416.00,13
777775.75,6550416.00,13
779775.75,6550416.00,13
781775.75,6550416.00,13
783775.75,6550416.00,13
785775.75,6550416.00,13
787775.75,6550416.00,13
789775.75,6550416.00,13
791775.75,6550416.00,13
793775.75,6550416.00,13
795775.75,6550416.00,13
797775.75,6550416.00,13
799775.75,6550416.00,13
801775.75,6550416.00,13
803775.75,6550416.00,13
805775.75,6550416.00,13
807775.75,6550416.00,13
809775.75,6550416.00,13
811775.75,6550416.00,13
813775.75,6550416.00,13
815775.75,6550416.00,13
817775.75,6550416.00,13
819775.75,6550416.00,13
821775.75,6550416.00,13
823775.75,6550416.00,13
759775.75,6552416.00,13
761775.75,6552416.00,13
763775.75,6552416.00,13
765775.75,6552416.00,13
767775.75,6552416.00,13
769775.75,6552416.00,13
771775.75,6552416.00,13
773775.75,6552416.00,13
775775.75,6552416.00,13
777775.75,6552416.00,13
779775.75,6552416.00,13
781775.75,6552416.00,13
783775.75,6552416.00,13
785775.75,6552416.00,13
787775.75,6552416.00,13
789775.75,6552416.00,13
791775.75,6552416.00,13
793775.75,6552416.00,13
795775.75,6552416.00,13
797775.75,6552416.00,13
799775.75,6552416.00,13
801775.75,6552416.00,13
803775.75,6552416.00,13
805775.75,6552416.00,13
807775.75,6552416.00,13
809775.75,6552416.00,13
811775.75,6552416.00,13
813775.75,6552416.00,13
815775.75,6552416.00,13
817775.75,6552416.00,13
819775.75,6552416.00,13
821775.75,6552416.00,13
823775.75,6552416.00,13
757775.75,6554416.00,13
759775.75,6554416.00,13
761775.75,6554416.00,13
763775.75,6554416.00,13
765775.75,6554416.00,13
767775.75,6554416.00,13
769775.75,6554416.00,13
771775.75,6554416.00,13
773775.75,6554416.00,13
775775.75,6554416.00,13
777775.75,6554416.00,13
779775.75,6554416.00,13
781775.75,6554416.00,13
783775.75,6554416.00,13
785775.75,6554416.00,13
787775.75,6554416.00,13
789775.75,6554416.00,13
791775.75,6554416.00,13
793775.75,6554416.00,13
795775.75,6554416.00,13
797775.75,6554416.00,13
799775.75,6554416.00,13
801775.75,6554416.00,13
803775.75,6554416.00,13
805775.75,6554416.00,13
807775.75,6554416.00,13
809775.75,6554416.00,13
811775.75,6554416.00,13
813775.75,6554416.00,13
815775.75,6554416.00,13
817775.75,6554416.00,13
819775.75,6554416.00,13
821775.75,6554416.00,13
757775.75,6556416.00,13
759775.75,6556416.00,13
761775.75,6556416.00,13
763775.75,6556416.00,13
765775.75,6556416.00,13
767775.75,6556416.00,13
769775.75,6556416.00,13
771775.75,6556416.00,13
773775.75,6556416.00,13
775775.75,6556416.00,13
777775.75,6556416.00,13
779775.75,6556416.00,13
781775.75,6556416.00,13
783775.75,6556416.00,13
785775.75,6556416.00,13
787775.75,6556416.00,13
789775.75,6556416.00,13
791775.75,6556416.00,13
799775.75,6556416.00,13
801775.75,6556416.00,13
803775.75,6556416.00,13
805775.75,6556416.00,13
807775.75,6556416.00,13
809775.75,6556416.00,13
811775.75,6556416.00,13
813775.75,6556416.00,13
815775.75,6556416.00,13
817775.75,6556416.00,13
819775.75,6556416.00,13
757775.75,6558416.00,13
759775.75,6558416.00,13
761775.75,6558416.00,13
763775.75,6558416.00,13
765775.75,6558416.00,13
767775.75,6558416.00,13
769775.75,6558416.00,13
771775.75,6558416.00,13
773775.75,6558416.00,13
775775.75,6558416.00,13
777775.75,6558416.00,13
779775.75,6558416.00,13
781775.75,6558416.00,13
783775.75,6558416.00,13
785775.75,6558416.00,13
787775.75,6558416.00,13
789775.75,6558416.00,13
791775.75,6558416.00,13
795775.75,6558416.00,13
799775.75,6558416.00,13
801775.75,6558416.00,13
803775.75,6558416.00,13
805775.75,6558416.00,13
807775.75,6558416.00,13
809775.75,6558416.00,13
811775.75,6558416.00,13
813775.75,6558416.00,13
815775.75,6558416.00,13
817775.75,6558416.00,13
755775.75,6560416.00,13
757775.75,6560416.00,13
759775.75,6560416.00,13
761775.75,6560416.00,13
763775.75,6560416.00,13
765775.75,6560416.00,13
767775.75,6560416.00,13
769775.75,6560416.00,13
771775.75,6560416.00,13
773775.75,6560416.00,13
775775.75,6560416.00,13
777775.75,6560416.00,13
779775.75,6560416.00,13
781775.75,6560416.00,13
783775.75,6560416.00,13
785775.75,6560416.00,13
787775.75,6560416.00,13
789775.75,6560416.00,13
791775.75,6560416.00,13
793775.75,6560416.00,13
795775.75,6560416.00,13
797775.75,6560416.00,13
799775.75,6560416.00,13
801775.75,6560416.00,13
803775.75,6560416.00,13
805775.75,6560416.00,13
807775.75,6560416.00,13
809775.75,6560416.00,13
