Mapping parameters for Megaptera novaeangliae (humpback whale)

"Cite AquaMaps itself as: Kaschner, K., Kesner-Reyes, K., Garilao, C., Segschneider, J., Rius-Barile, J. Rees, T., & Froese, R. (2019, October). AquaMaps: Predicted range maps for aquatic species. Retrieved from https://www.aquamaps.org."



Occurrence cells used for creating environmental envelope (n = 4984)
Genus,Species,Center Lat,Center Long,C-Square,Depth (m),Surface Water Temp. (°C),Bottom Water Temp. (°C),Surface Salinity (psu),Bottom Salinity (psu),Primary Production (mgC·m-3·day-1),Sea Ice Concentration (0-1 fraction),Dissolved Bottom Oxygen (mmol·m-3),Distance to Land (km)
Megaptera,novaeangliae,-66.75,60.75,3606:360:4,859,-1.62734997272491,1.32808601856232,34.0725746154785,34.6792335510254,1.7519999528303698,0.653171002864838,234.728332519531,78
Megaptera,novaeangliae,-66.75,62.75,3606:362:4,591,-1.62641203403473,-0.102472998201847,34.0846824645996,34.626392364502,1.56899995636195,0.655938029289246,272.239379882813,108
Megaptera,novaeangliae,-66.75,63.75,3606:363:4,965,-1.63173604011536,1.28562998771667,34.0762214660645,34.6990928649902,1.65400002151728,0.657612979412079,238.717330932617,100
Megaptera,novaeangliae,-66.75,64.25,3606:364:3,1241,-1.62655603885651,0.776893973350525,34.0679016113281,34.667797088623,1.6530000139027798,0.650138020515442,229.418426513672,102
Megaptera,novaeangliae,-66.75,65.25,3606:465:3,1303,-1.6150130033493,0.936869978904724,34.0645370483398,34.68115234375,1.70000002253801,0.639411985874176,229.328567504883,118
Megaptera,novaeangliae,-66.75,66.75,3606:466:4,1276,-1.62132596969604,0.949892997741699,34.0575103759766,34.6795921325684,1.7089999746531201,0.631271004676819,228.90217590332,133
Megaptera,novaeangliae,-66.75,68.25,3606:468:3,2030,-1.60605001449585,0.507722020149231,34.0257034301758,34.670352935791,1.67899997904897,0.614660024642944,227.981185913086,133
Megaptera,novaeangliae,-66.75,69.75,3606:469:4,1111,-1.59807705879211,1.21278595924377,34.0269393920898,34.682731628418,1.79400003980845,0.624311983585358,227.522003173828,133
Megaptera,novaeangliae,-66.75,71.25,3607:361:3,882,-1.59164595603943,1.34662103652954,34.0363578796387,34.7001838684082,1.8370000179857,0.650424003601074,229.234985351563,151
Megaptera,novaeangliae,-66.75,72.25,3607:362:3,611,-1.55631494522095,0.394612997770309,34.0260620117188,34.6069679260254,1.83199997991323,0.64656400680542,241.468658447266,177
